Brand,Name,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Lenovo,Lenovo Ideapad Slim 3,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,9750000
ASUS,ASUS VivoBook 15 X515EA-EJ302TS,Intel Core i3 (11th Gen),Intel,0,4, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,9270000
HP,HP Victus 15-fa0070TX,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,2.0,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,18299700
HP,HP 14s-DQ2100TU,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 10,0,11893800
ASUS,ASUS VivoBook Go 15 OLED E1504FA-LK321WS,AMD Quad-Core Ryzen 3,AMD,16,8, LPDDR5 RAM ,4.0,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11397000
Lenovo,Lenovo Ideapad Yoga 510,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,12282000
ASUS,ASUS Vivobook K15 OLED KM513UA-L713WS,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,18569700
Lenovo,Lenovo Ideapad Slim 3 15IAU7,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14097000
ASUS,ASUS TUF FA766IC-HX005T,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,2.9,LED,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 10,4,20397000
HP,HP 15s-FQ2535TU,Intel Core i5 (11th Gen) Processor,Intel,16,8, DDR4 RAM ,2.5,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,15089700
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17397000
ASUS,ASUS TUF Gaming F15 FX506LH-HN258WS,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,4.7,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,16797000
Infinix,Infinix INBook X1 XL11,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14399700
Lenovo,Lenovo Ideapad 3 14ITL05,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,11067000
HP,HP Pavilion x360 14-dw1036TU,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LED,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 10,0,15655500
HP,HP 15s-du1044tu,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,46.0,Windows 10,0,6621300
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11970000
HP,HP Victus 16-e0162AX,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.3,LED,16.1,Radeon RX 5500M,AMD,512,0,150.0,Windows 11,4,16199700
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11397000
Acer,Acer Aspire 7 A715-76G,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,14997000
HP,HP 14s-fq1029AU,AMD Quad-Core Ryzen 3,AMD,0,8, DDR4 RAM,3.4,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,13199700
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11834400
Acer,Acer Aspire 7 A715-76G,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,14697000
HP,HP 15s-fq4021TU,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17940000
Lenovo,Lenovo Ideapad Slim 3,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,10530000
HP,HP Pavilion Gaming 15-ec1105AX,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.0,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 10,4,16819200
Dell,Dell Inspiron 15 3520,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,0.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
Acer,Acer Aspire 7 A715-76G,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 3050,NVIDIA,512,0,135.0,Windows 11,4,17397000
Lenovo,Lenovo Ideapad Slim 5i,Intel Core i5 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,57.0,Windows 10,0,17637000
Acer,Acer Aspire 7 A715-76G,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,16167000
Lenovo,Lenovo Ideapad 1 15AMN7,AMD Dual-Core Athlon,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8697000
HP,HP 15s-du3517TU,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15447000
HP,HP 15s-du3563TU,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,11550000
HP,HP Pavilion 14-dv0058TU,Intel Core i7 (11th Gen),Intel,16,16, DDR4 RAM ,4.8,LED,14.0,Integrated Graphics,Intel,1024,0,43.0,Windows 10,0,23099700
Dell,Dell Inspiron 15 3525,AMD Dual-Core Athlon,AMD,16,8, DDR4 RAM ,2.3,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,9597000
MSI,MSI Bravo 15 B5ED-035IN,AMD Octa-Core Ryzen 7,AMD,64,16, DDR4 RAM ,3.1,LCD,15.6,Radeon RX6500M,AMD,512,0,65.0,Windows 11,4,18597000
MSI,MSI GF63 Thin 11SC-853IN,Intel Core i5 (11th Gen),Intel,64,8, DDR4 RAM ,2.7,LCD,15.6,GeForce GTX 1650 MAX Q,NVIDIA,512,0,65.0,Windows 10,4,14330700
Acer,Acer Aspire 5 A515-57G,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,NVIDIA,512,0,65.0,Windows 11,0,18897000
ASUS,ASUS Chromebook C423NA-BV0523,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LED,14.0,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,5697000
Acer,Acer Aspire 5 A514-53,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,512,0,48.0,Windows 10,0,8332500
Acer,Acer Aspire 3 A315-53,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,9108000
Lenovo,Lenovo Ideapad Slim 3i 15IML05,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,10497000
Lenovo,Lenovo Ideapad 3 14IGL05,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,2.8,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7560000
HP,HP 14s-dq5007TU,Intel Core i5 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16499700
Infinix,Infinix INBook X1 Slim XL21,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.0,LCD,14.0,UHD,Intel,512,0,65.0,Windows 11,0,10017000
Lenovo,Lenovo Ideapad Gaming 3 15ACH6,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,21600000
HP,HP 14s-fy1003AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,15170400
Dell,Dell Inspiron 15 3511,Intel Core i3 (10th Gen),Intel,16,8, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,10799700
Dell,Dell Vostro 3510,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,13305000
Lenovo,Lenovo Ideapad 1 14IGL7  Slim 1,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,2.8,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7647000
Acer,Acer Nitro 5 AN515-58,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,65.0,Windows 11,8,30897000
HP,HP Pavilion 14-dv2053TU,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18747000
ASUS,ASUS Chromebook CX1500CKA-EJ0277,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LCD,15.6,Integrated Graphics,Intel,128,0,45.0,Google Chrome,0,5397000
HP,HP Victus 16-d0310TX,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.7,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,70.0,Windows 11,4,16620000
Lenovo,Lenovo V15 G4,AMD Quad-Core Ryzen 3,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8397000
Lenovo,Lenovo Ideapad Gaming 3 15IMH05,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,135.0,Windows 10,4,18297000
HP,HP Victus 16-d0311TX,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,4.2,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,18270000
HP,HP 15s-eq2132AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13440000
HP,HP 15s-ey2001AU,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14697000
MSI,MSI GV62 7RD-2297XIN,Intel Core i7 (7th Gen),Intel,32,8, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,65.0,DOS,4,20397000
Acer,Acer Aspire 3 A314-22,AMD Dual-Core Athlon,AMD,8,4, DDR4 RAM ,2.6,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,6869700
ASUS,ASUS Vivobook 16X M1603QA-MB742WS,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,16.0,Integrated Graphics,AMD,512,0,90.0,Windows 11,0,17697000
Acer,Acer Predator Helios Neo 16 PHN16-71,Intel Core i7 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,230.0,Windows 11,6,36294000
HP,HP Pavilion 15-EG2009TU,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,22275000
HP,HP Pavilion Gaming 15-dk2100TX,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,150.0,Windows 10,4,20460000
AVITA,AVITA Satus Ultimus S111 NU14A1INC43PN-CG,Intel Celeron Dual-Core,Intel,4,4, LPDDR4 RAM ,2.8,LCD,14.1,Integrated Graphics,Intel,128,0,65.0,Windows 11,0,4797000
ASUS,ASUS VivoBook 15 X515JA-BQ302W,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 11,0,11997000
ASUS,ASUS VivoBook 14 X415EA-EB572WS,Intel Core i5 (11th Gen),Intel,12,8, DDR4 RAM ,4.2,LED,14.0,Integrated Graphics,Intel,256,1024,37.0,Windows 11,0,17129700
MSI,MSI Modern 14 C12M-439IN,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12897000
HP,HP Pavilion 14-dv0543TU,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,14.0,Integrated Graphics,Intel,512,0,43.0,Windows 10,0,17997000
Lenovo,Lenovo Ideapad Gaming 3 15IHU6,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,14523300
ASUS,ASUS Vivobook 16X K3605ZC-MB541WS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,22350000
AVITA,AVITA Satus Ultimus S111 NU14A1INC43PN-MB,Intel Celeron Dual-Core,Intel,4,4, LPDDR4 RAM ,2.8,LCD,14.1,Integrated Graphics,Intel,128,0,24.0,Windows 11,0,6297000
Acer,Acer Nitro 5 AN515-58,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,230.0,Windows 11,4,20697000
MSI,MSI GF63 Thin 11SC-852IN,Intel Core i7 (11th Gen),Intel,64,8, DDR4 RAM ,2.3,LCD,15.6,GeForce GTX 1650 MAX Q,NVIDIA,512,0,65.0,Windows 10,4,21447000
HP,HP 15s-FR2508TU,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,10650000
Acer,Acer Nitro 5 AN515-58,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 11,4,19497000
MSI,MSI GF65 Thin 10UE-290IN,Intel Core i5 (10th Gen),Intel,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3060,NVIDIA,512,0,180.0,Windows 10,6,20997000
ASUS,ASUS Vivobook K513EA-L503TS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,15537000
MSI,MSI GF63 Thin 10UC-606IN,Intel Core i7 (10th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 10,4,19068900
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10890000
HP,HP Pavilion 15-eh2018AU,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16647000
Acer,Acer Aspire 3 A315-59,Intel Core i3 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9597000
Dell,Dell Inspiron 15 3520,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13797000
Zebronics,Zebronics Pro Series Y ZEB-NBC 2S,Intel Core i5 (11th Gen),Intel,0,16, LPDDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8997000
Lenovo,Lenovo Ideapad 15ALC05,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,1.8,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,15630000
Lenovo,Lenovo Ideapad 3 15ITL6,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,10797000
Honor,Honor MagicBook 14,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12597000
Apple,Apple MacBook Pro M2 MNEJ3HN/A Ultrabook,Apple M2 Processor,Apple,0,8, LPDDR5 RAM,2.5,LCD,13.3,Integrated Graphics,Apple,512,0,67.0,macOS Monterey,0,44970000
HP,HP Victus 15-fa1132TX,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17847000
Lenovo,Lenovo V15,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8247000
Zebronics,Zebronics Pro Series Y ZEB-NBC 2S,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8697000
Acer,Acer Swift Go OLED SFG14-71,Intel Core i5 (13th Gen) Processor,Intel,0,16, LPDDR5 RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,100.0,Windows 11,0,23997000
Dell,Dell Inspiron 14 5410,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,19199700
HP,HP 15-fc0031AU,AMD Quad-Core Ryzen 5,AMD,0,16, LPDDR5 RAM,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,15297000
HP,HP 15-fc0029AU,AMD Quad-Core Ryzen 5,AMD,8,8, LPDDR5 RAM ,2.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13947000
Acer,Acer Predator Helios Neo 16 PHN16-71,Intel Core i5 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,230.0,Windows 11,6,28497000
HP,HP Victus 16-E0301Ax,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.2,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,20463600
Lenovo,Lenovo Ideapad 3,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 11,0,11097000
Lenovo,Lenovo Ideapad Gaming 3,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,170.0,Windows 11,4,20097000
HP,HP Victus 15-fb0106AX,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.3,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18297000
Lenovo,Lenovo Ideapad Gaming 3,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.4,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17397000
Lenovo,Lenovo Ideapad Flex 5i,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17190000
ASUS,ASUS VivoBook 14 X415EA-EK326WS,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10948800
Acer,Acer Nitro 5 AN515-45,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,14397000
Dell,Dell Inspiron 15 3511,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15599700
HP,HP Victus 15-fb0134AX,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,3.3,LCD,15.6,Radeon RX 6500M,AMD,512,0,65.0,Windows 11,4,16799700
HP,HP Victus 15-fa0666TX,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19797000
Dell,Dell G5 15 SE 5505,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.0,LED,15.6,Radeon RX 5600M,AMD,512,0,65.0,Windows 10,6,22590000
HP,HP Victus 15-fa0188TX,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,23247000
ASUS,ASUS VivoBook 14 X415JA-BV302WS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,8610000
HP,HP Pavilion 14-dv2015TU,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,26247000
Lenovo,Lenovo Ideapad 1,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9495300
HP,HP Victus 16-d0354TX,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,4.7,LCD,16.1,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,20997000
MSI,MSI Modern 14 C12M-445IN,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9597000
Acer,Acer Nitro 5 AN515-58,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,27297000
Lenovo,Lenovo Ideapad Slim 3 15ALC6,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,1.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14397000
HP,HP 15s-fq5010TU,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,18597000
HP,HP 14s-dq3033TU,Intel Pentium Quad-Core,Intel,8,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 11,0,8639700
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,12255000
HP,HP 15s-eq2042AU,AMD Quad-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,10222200
HP,HP 247 G8,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,DOS,0,8217000
Dell,Dell Inspiron 15 3501,Intel Core i3 (11th Gen),Intel,16,4, DDR4 RAM ,1.7,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11939700
ASUS,ASUS VivoBook Flip 14 TP470EA-EC302WS,Intel Core i3 (11th Gen),Intel,0,8, LPDDR4X RAM,3.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,14097000
Honor,Honor MagicBook X 14,Intel Core i5 (10th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,14097000
HP,HP Pavilion Aero 13-be2057AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR5 RAM,2.9,LCD,13.3,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,19099800
HP,HP Pavilion x360 14-dy1048TU,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21657000
Dell,Dell Vostro 3420,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9597000
ASUS,ASUS VivoBook 15 X512DA-BQ302WS,AMD Dual-Core Ryzen 3,AMD,12,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,9897000
Dell,Dell Inspiron 15 3520,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14697000
Acer,Acer Aspire 5 A515-56,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,16497000
Lenovo,Lenovo Ideapad Slim 5i,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,15.6,GeForce MX450,NVIDIA,256,1024,57.0,Windows 10,2,20850000
Dell,Dell Inspiron 15 3520,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,19197000
Lenovo,Lenovo Legion 5 15ACH6H,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,3.3,LCD,15.6,GeForce RTX 3060,NVIDIA,512,0,65.0,Windows 11,6,33899700
Dell,Dell Vostro 14 3400,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13499700
MSI,MSI GF63 Thin 11SC-1477IN,Intel Core i5 (11th Gen),Intel,64,8, DDR4 RAM ,4.2,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,14637000
ASUS,ASUS VivoBook 15 X1502ZA-EJ385WS,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13151100
